name,url,path,aliases,tags
pass,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/pass.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/pass.opus,,lotr
patrick,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/patrick.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/patrick.opus,,spongebob
perfect,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/perfect.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/perfect.opus,,
personell,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/personell.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/personell.opus,coldsteel,
pgood,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/pgood.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/pgood.opus,,
photosynthesis,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/photosynthesis.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/photosynthesis.opus,,spongebob
picklerickbernie,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/picklerickbernie.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/picklerickbernie.opus,,picklerick
pie,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/pie.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/pie.opus,,
pikapika,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/pikapika.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/pikapika.opus,pikapikabitch,
pirate,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/pirate.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/pirate.opus,,
pizza2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/pizza2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/pizza2.opus,pasta,
pizzahut,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/pizzahut.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/pizzahut.opus,tacobell,
plagueis,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/plagueis.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/plagueis.opus,"darthplagueis, didyoueverhearthetragedy, didyoueverhear",starwars
pleaseclap,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/pleaseclap.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/pleaseclap.opus,,politician
pleasedick,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/pleasedick.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/pleasedick.opus,,
pleasedie,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/pleasedie.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/pleasedie.opus,,
PokemonGoToThePolls,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/PokemonGoToThePolls.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/PokemonGoToThePolls.opus,PokemonGo,politician
poop,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/poop.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/poop.opus,,
poopintowine,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/poopintowine.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/poopintowine.opus,,
pop,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/pop.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/pop.opus,,alexjones
potato,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/potato.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/potato.opus,,
potato2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/potato2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/potato2.opus,,
potato3,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/potato3.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/potato3.opus,,lotr
potatosalad3,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/potatosalad3.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/potatosalad3.opus,,
PotionSeller,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/PotionSeller.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/PotionSeller.opus,potions,
powerofgod,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/powerofgod.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/powerofgod.opus,"hellyeah, power4, ihavethepower, hellye",
powerwithin,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/powerwithin.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/powerwithin.opus,power2,
ppap,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ppap.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ppap.opus,"pen, pineapplePen, applePen",
price,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/price.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/price.opus,,
profanity,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/profanity.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/profanity.opus,,
progenji,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/progenji.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/progenji.opus,"genjipro, genji",overwatch
punjabi,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/punjabi.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/punjabi.opus,,
quickly,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/quickly.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/quickly.opus,,
rad,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/rad.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/rad.opus,,filthyfrank
rang,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/rang.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/rang.opus,yourang,
ravioli,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ravioli.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ravioli.opus,,filthyfrank
raw,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/raw.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/raw.opus,,
read,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/read.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/read.opus,jared,
rectum,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/rectum.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/rectum.opus,,
redboy,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/redboy.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/redboy.opus,redboi,
redcroissant,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/redcroissant.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/redcroissant.opus,rc,
reddogofwisdom,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/reddogofwisdom.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/reddogofwisdom.opus,"reddog, rdow",
redtrump,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/redtrump.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/redtrump.opus,,politician
rejoycing,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/rejoycing.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/rejoycing.opus,"yay, rejoicing",
relax,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/relax.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/relax.opus,takealoadoff,
rewindthat,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/rewindthat.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/rewindthat.opus,,
ricefields,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ricefields.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ricefields.opus,,filthyfrank
Richard,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/Richard.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/Richard.opus,"WhatTheFuckRichard, WTFRichard, wtf2",
rick,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/rick.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/rick.opus,,
rick2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/rick2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/rick2.opus,norick,
RickRoll,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/RickRoll.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/RickRoll.opus,,
roadwork,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/roadwork.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/roadwork.opus,,
robotfanfic,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/robotfanfic.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/robotfanfic.opus,,filthyfrank
rogan,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/rogan.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/rogan.opus,,
rolf,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/rolf.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/rolf.opus,couchpotato,
roliepolieolie,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/roliepolieolie.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/roliepolieolie.opus,,
roommate,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/roommate.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/roommate.opus,,
round2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/round2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/round2.opus,,
royalboob,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/royalboob.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/royalboob.opus,boob,
rumbling,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/rumbling.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/rumbling.opus,mumbling,
runaway,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/runaway.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/runaway.opus,littlegirl,wow
running,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/running.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/running.opus,"whyareyourunning, whyrurunning",
rushhour,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/rushhour.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/rushhour.opus,christucker,
sacaquweag,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/sacaquweag.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/sacaquweag.opus,"dumbshit, saca",
salami,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/salami.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/salami.opus,SalamiLid,
salmoninthehole,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/salmoninthehole.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/salmoninthehole.opus,salmon,
salt,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/salt.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/salt.opus,,
sam,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/sam.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/sam.opus,,lotr
sand,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/sand.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/sand.opus,,starwars
sasuke,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/sasuke.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/sasuke.opus,sakura,anime
saturday,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/saturday.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/saturday.opus,,daysoftheweek
sauce,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/sauce.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/sauce.opus,,
sausagemushroompizza,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/sausagemushroompizza.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/sausagemushroompizza.opus,pizza,
scary,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/scary.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/scary.opus,,"kanye,rap"
scatman,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/scatman.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/scatman.opus,,
scienceteam,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/scienceteam.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/scienceteam.opus,,
scotland,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/scotland.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/scotland.opus,,simpsons
searingpain,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/searingpain.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/searingpain.opus,,
secrettunnel,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/secrettunnel.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/secrettunnel.opus,st,airbender
semester,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/semester.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/semester.opus,,
senate,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/senate.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/senate.opus,,starwars
sendit,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/sendit.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/sendit.opus,,
serious,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/serious.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/serious.opus,,
shisownc,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/shisownc.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/shisownc.opus,bannon,
shitfuck,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/shitfuck.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/shitfuck.opus,,
shitnegro,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/shitnegro.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/shitnegro.opus,slj,
shoes,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/shoes.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/shoes.opus,,
shremix,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/shremix.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/shremix.opus,,shrek
shuckyducky,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/shuckyducky.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/shuckyducky.opus,,
shut,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/shut.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/shut.opus,"shutthehell, freewater",india
shut2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/shut2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/shut2.opus,"gotosleep, go2sleep",india
sicker,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/sicker.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/sicker.opus,jcismyniqqa,rap
slam,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/slam.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/slam.opus,,
slap,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/slap.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/slap.opus,,
sledgang,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/sledgang.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/sledgang.opus,,
slimgenji,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/slimgenji.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/slimgenji.opus,"genji2, mynameis",overwatch
smallthings,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/smallthings.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/smallthings.opus,blink,
smart,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/smart.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/smart.opus,smrt,simpsons
smarty,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/smarty.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/smarty.opus,"dontbestupid, beasmarty, smartie, naziparty, stupid2",
smokeweed,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/smokeweed.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/smokeweed.opus,"420, snoop",
SMOrc,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/SMOrc.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/SMOrc.opus,,hearthstone
snozzberries,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/snozzberries.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/snozzberries.opus,snozz,
sob,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/sob.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/sob.opus,silenced,prozd
sob2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/sob2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/sob2.opus,,
soiled,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/soiled.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/soiled.opus,,spongebob
somethingdifferent,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/somethingdifferent.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/somethingdifferent.opus,,
somethingelse,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/somethingelse.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/somethingelse.opus,,lazytown
son,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/son.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/son.opus,,
soonenough,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/soonenough.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/soonenough.opus,,
souljaboy,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/souljaboy.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/souljaboy.opus,soulja,rap
soup,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/soup.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/soup.opus,,
spaghett,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/spaghett.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/spaghett.opus,,
spaghetti,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/spaghetti.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/spaghetti.opus,,rap
spaghetticode,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/spaghetticode.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/spaghetticode.opus,,hearthstone
spaghettios,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/spaghettios.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/spaghettios.opus,,
spanishinquisition,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/spanishinquisition.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/spanishinquisition.opus,spaninq,
spicy2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/spicy2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/spicy2.opus,"onechili, mountaindew, redneckmountaindew, redneckchili",
spielberg,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/spielberg.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/spielberg.opus,,anime
spookyscaryskeletons,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/spookyscaryskeletons.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/spookyscaryskeletons.opus,"skeletons, spooky",
spoon,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/spoon.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/spoon.opus,,simpsons
stars,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/stars.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/stars.opus,"shooting, shootingstars",
starve,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/starve.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/starve.opus,,spongebob
staycalm,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/staycalm.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/staycalm.opus,"calm, stayfuckingcalm, itshappenning",
StayingAlive,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/StayingAlive.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/StayingAlive.opus,BeeGees,
stayofftheweed,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/stayofftheweed.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/stayofftheweed.opus,weed,
stfu,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/stfu.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/stfu.opus,,
stfu2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/stfu2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/stfu2.opus,,
strippedaway,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/strippedaway.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/strippedaway.opus,pantherpower,
stupidsciencebitch,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/stupidsciencebitch.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/stupidsciencebitch.opus,,
stupidstupidstupid,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/stupidstupidstupid.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/stupidstupidstupid.opus,stupid,
suck,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/suck.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/suck.opus,,
suckdick,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/suckdick.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/suckdick.opus,,
suicidal,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/suicidal.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/suicidal.opus,,"suicidal,filthyfrank,problematic"
suicidesquad,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/suicidesquad.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/suicidesquad.opus,,
sumfuk,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/sumfuk.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/sumfuk.opus,,
superfightingrobot,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/superfightingrobot.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/superfightingrobot.opus,,
supergay,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/supergay.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/supergay.opus,"putin, gay6",gay
supersuit,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/supersuit.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/supersuit.opus,frozone,
sweater,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/sweater.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/sweater.opus,4eyedlameo,simpsons
sweetjesus,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/sweetjesus.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/sweetjesus.opus,,
tacotuesday,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/tacotuesday.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/tacotuesday.opus,,daysoftheweek
thanksgiving,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/thanksgiving.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/thanksgiving.opus,beans,
thanksnoobnoob,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/thanksnoobnoob.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/thanksnoobnoob.opus,noobnoob,
thatskindagay,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/thatskindagay.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/thatskindagay.opus,"kindagay, gay8",gay
thewayyouthink,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/thewayyouthink.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/thewayyouthink.opus,"think, notgonnago2, twyt",starwars
thewizard,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/thewizard.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/thewizard.opus,,
theworst,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/theworst.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/theworst.opus,"literallytheworst, worst",lazytown
thicc,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/thicc.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/thicc.opus,,laugh
ThisGirlIsOnFire,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ThisGirlIsOnFire.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ThisGirlIsOnFire.opus,,
thoseareballs,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/thoseareballs.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/thoseareballs.opus,,arrested
thot,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/thot.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/thot.opus,begone,
thot2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/thot2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/thot2.opus,"allwomenarequeens, ifshebreathesshesathot, ifshebreathes, shesathot, queens, allwomen",
threewomen,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/threewomen.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/threewomen.opus,,
thursday,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/thursday.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/thursday.opus,outoftouch,daysoftheweek
timeforthat,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/timeforthat.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/timeforthat.opus,notimeforthat2,
timetoduel,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/timetoduel.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/timetoduel.opus,duel,"anime,yugioh"
timeToStop,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/timeToStop.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/timeToStop.opus,stop,filthyfrank
